bidderID;asin;bidorBuy;unixBidTime;bidTime
157;35236;0.0;1619555265.0;28 Apr 2021 at 4:27:45am PDT
157;35236;0.0;1619555261.0;28 Apr 2021 at 4:27:41am PDT
157;35236;0.0;1619555257.0;28 Apr 2021 at 4:27:37am PDT
157;35236;0.0;1619391898.0;26 Apr 2021 at 7:04:58am PDT
157;35236;0.0;1619385266.0;26 Apr 2021 at 5:14:26am PDT
157;35236;0.0;1619385261.0;26 Apr 2021 at 5:14:21am PDT
2420;11020;0.0;1621189894.0;17 May 2021 at 2:31:34pm PDT
2420;11020;0.0;1621188933.0;17 May 2021 at 2:15:33pm PDT
2420;11020;0.0;1621188898.0;17 May 2021 at 2:14:58pm PDT
2420;11020;0.0;1621188871.0;17 May 2021 at 2:14:31pm PDT
2420;11020;0.0;1621184846.0;17 May 2021 at 1:07:26am PDT
2420;11020;0.0;1621184716.0;17 May 2021 at 1:05:16am PDT
2420;11020;0.0;1621127176.0;16 May 2021 at 9:06:16pm PDT
2420;11020;0.0;1621114063.0;16 May 2021 at 5:27:43pm PDT
2420;11020;0.0;1621108696.0;16 May 2021 at 3:58:16pm PDT
2420;11020;0.0;1621016659.0;15 May 2021 at 2:24:19am PDT
2665;35230;0.0;1619469484.0;27 Apr 2021 at 4:38:04am PDT
2665;35230;0.0;1619469440.0;27 Apr 2021 at 4:37:20am PDT
2665;35230;0.0;1619469267.0;27 Apr 2021 at 4:34:27am PDT
2665;35230;0.0;1619469253.0;27 Apr 2021 at 4:34:13am PDT
2665;35230;0.0;1619463777.0;27 Apr 2021 at 3:02:57am PDT
2665;35230;0.0;1619463701.0;27 Apr 2021 at 3:01:41am PDT
2665;35230;0.0;1619463638.0;27 Apr 2021 at 3:00:38am PDT
2665;35230;0.0;1619370992.0;26 Apr 2021 at 1:16:32am PDT
2665;35230;0.0;1619370983.0;26 Apr 2021 at 1:16:23am PDT
1641;35230;0.0;1619207483.0;24 Apr 2021 at 3:51:23am PDT
11894;35218;0.0;1619744585.0;30 Apr 2021 at 9:03:05am PDT
11894;35218;0.0;1619728848.0;30 Apr 2021 at 4:40:48pm PDT
11894;35218;0.0;1619728595.0;30 Apr 2021 at 4:36:35pm PDT
11894;35218;0.0;1619568882.0;28 Apr 2021 at 8:14:42pm PDT
11889;35218;0.0;1619742675.0;30 Apr 2021 at 8:31:15am PDT
11889;35218;0.0;1619728617.0;30 Apr 2021 at 4:36:57pm PDT
11889;35218;0.0;1619727611.0;30 Apr 2021 at 4:20:11pm PDT
11889;35218;0.0;1619722725.0;30 Apr 2021 at 2:58:45pm PDT
881;35218;1.0;1619728877.0;30 Apr 2021 at 4:41:17pm PDT
881;35218;0.0;1619208289.0;24 Apr 2021 at 4:04:49am PDT
8204;35480;0.0;1620094397.0;4 May 2021 at 10:13:17am PDT
8204;35480;0.0;1619836032.0;1 May 2021 at 10:27:12am PDT
3591;35480;1.0;1619975887.0;3 May 2021 at 1:18:07pm PDT
3591;35480;0.0;1619650411.0;29 Apr 2021 at 6:53:31am PDT
3231;35480;0.0;1620100471.0;4 May 2021 at 11:54:31am PDT
3231;35480;0.0;1620100462.0;4 May 2021 at 11:54:22am PDT
3231;35480;0.0;1620100448.0;4 May 2021 at 11:54:08am PDT
3231;35480;0.0;1620100423.0;4 May 2021 at 11:53:43am PDT
3231;35480;0.0;1620100157.0;4 May 2021 at 11:49:17am PDT
3231;35480;0.0;1620100139.0;4 May 2021 at 11:48:59am PDT
